longitude,latitude,sentiment
-118.2445,34.0564,0
-115.36085,51.08961,0.225
-76.74156,38.94595,0.16818181818181818
-84.3889,33.7566,0
145.1529,-37.9492,-0.16666666666666666
-73.95666837,40.77091422,0.13636363636363635
-118.24277043,34.05372611,0
-121.8865,37.3376,0.07500000000000001
-117.35096812,33.15411078,0
-80.49651614,43.45494464,1
-157.92366028,21.31752233,0.48148148148148157
121.01842156,14.57514862,0.85
-80.26897213,36.09006963,-0.075
-80.2683,26.6615,0
-73.56725453,45.75975883,0
-73.56725453,45.75975883,0
-123.083,49.0833,-0.08888888888888889
-4.13002319,55.87574395,0
104.02237415,1.36436441,1
-4.13002319,55.87574395,0
-108.687,36.7928,0.63828125
151.22998,-33.88516,0.19956709956709956
3.39583,6.45306,0
-97.73549055,30.26585335,-0.06666666666666667
-73.95666837,40.77091422,0.13636363636363635
77.42,23.25,0
-73.95666837,40.77091422,0.13636363636363635
74.8656,31.6331,0.4
3.39583,6.45306,0.31212121212121213
-81.48451171,41.12298428,0
-84.3889,33.7566,0
-81.0442,34.0006,1
-111.943,33.5303,0.25
-2.02899099,53.10506467,0
-0.13608912,51.50413561,0.35
3.38369431,6.61530514,0.5
10.15166667,5.96138889,0.16666666666666666
-4.259,55.858,0
1.01916667,33.68305556,0.5
-73.95837098,40.76884435,-0.375
121.0562,14.5127,0.13333333333333333
-118.2445,34.0564,0
139.559,35.7061,-0.16285714285714287
5.1880267,13.0300117,0.4
115.16736031,-8.6773787,0.2333333333333333
6.72725973,7.7916905,0
115.16736031,-8.6773787,0.26666666666666666
115.16736031,-8.6773787,0.26666666666666666
115.16736031,-8.6773787,0.26666666666666666
116.45553,-31.75049,0
-73.95837098,40.76884435,0
51.43325,25.21726,0
-84.5535,33.3018,0.43500000000000005
-121.382,38.4382,0.5
-121.89,37.332,0
-96.81275749,32.92420172,0
72.8764,19.0627,0.9453125
121.04262648,14.67164337,0.35
6.72725973,7.7916905,-0.025000000000000005
-73.9664,40.7646,0
103.856,1.29306,0.5666666666666667
3.39583,6.45306,0.15
-96.86669922,32.59680176,0
3.39583,6.45306,0.15
-117.25990176,32.93156314,0.37857142857142856
-73.9664,40.7646,0
-93.3478,44.9483,-1
-73.56725453,45.75975883,0.05833333333333334
-73.56725453,45.75975883,0.0666666666666667
-92.4563,35.0916,-0.5
3.39583,6.45306,0.15
-79.7164011,43.7742911,0.13636363636363635
144.9661,-37.8156,0.2
-80.1418,26.1358,0.49718750000000006
72.8318634,19.0742207,0.45000000000000007
3.39583,6.45306,-0.1
-118.384,34.0847,0.5111111111111111
-75.22001933,40.0072222,0.08522727272727272
20.47673912,44.8114357,0.31999999999999995
-122.95416637,50.11370138,0
-81.2814,28.2486,0.35178571428571426
-84.77371079,33.46068463,0.45
-71.0565,42.3577,0.5
-0.82345963,53.9593831,0
85.89581251,26.12863399,0
-122.49776884,37.77225372,0
-112.0777,33.4482,0.26666666666666666
-84.25704315,39.79032862,0.35
77.597645,12.971117,0
-0.77614867,53.3936218,-0.125
-117.25659,32.79686,0.7000000000000001
-0.7761401,53.39360793,-0.125
-111.841,33.3033,0.2875
101.7109,3.1581,0.4
-77.03625482,38.89797248,-0.21666666666666667
-121.74458,38.5467,0.09166666666666667
-123.12721877,49.28248253,0.1340909090909091
100.494,13.7522,0.5
-81.99358463,26.5816479,0
-77.03625482,38.89797248,0
-77.4371,37.5373,0.15
-71.0565,42.3577,0.43333333333333335
80.9463,26.88173,0.5
174.77688,-36.87073,0.06818181818181818
-118.44915,34.18525,-0.125
151.2092955,-33.8688197,0
-75.746002,39.683919,0.08333333333333333
112.743,-7.2647,0.5
-121.4947,38.577,0.018181818181818174
55.29794225,25.253031,-0.05
-118.2445,34.0564,0.03409090909090909
2.3508,48.8567,0
-123.1204,49.2819,0.2708333333333333
-100.983,25.4333,0.37083333333333335
-97.73549055,30.26585335,0.25
-118.2445,34.0564,0.04545454545454545
123.7597136,10.20725944,0.7
21.008333,52.232222,0
73.2,22.3,0.18928571428571428
-123.1204,49.2819,0.15
77.42,28.67,0
-73.9119,42.7044,0.4681818181818182
113.817,-7.91667,0.5
-73.8309,40.7,0.13636363636363635
-76.614,39.2944,0.55
-2.18091488,53.00778835,0.4
-74.0064,40.7142,0.13636363636363635
-73.56725453,45.75975883,0.03333333333333333
84.45767641,26.0847404,-0.1333333333333333
-86.8679,35.9245,0.4738839285714286
77.30809,23.268888,0
75.8167,26.9167,0.75
35.27522715,0.51669591,0.15000000000000002
58.20931423,23.61396598,0.05555555555555557
-104.8207,38.8301,0
115.16736031,-8.6773787,0.26666666666666666
90.1865,26.3646,0.0634920634920635
115.16736031,-8.6773787,0.26666666666666666
-74.00711388,40.71333876,0
8.8085,53.0763,0.1
-0.4515122,52.1406508,0.35
-121.98187697,37.57819551,0
100.67705078,13.76598429,0
100.67705078,13.76598429,0.43333333333333335
-0.10226432,51.57558519,0.25
-77.03625482,38.89797248,0
1.15217943,52.05427797,0
-7.08056729,53.44698348,0.10333333333333332
28.0421,-26.2047,0.5
-75.7,45.4167,0.1575
-93.24225426,44.90966013,-0.09722222222222222
-75.7,45.4167,0.1575
77.219672,28.631747,0.8
114.158,22.2826,0
-118.2445,34.0564,0.45
120.9808,14.5896,0
-117.86996,33.59552,-0.05625
77.98333333,33.3,0.425
-118.2445,34.0564,0
11.25,43.7833,0
74.6391,26.4505,0.5
72.82,18.95,0.30999999999999994
81.8579056,25.4972357,0.2
103.85977747,1.28377489,-0.1
101.60158,3.07245,0.2852272727272727
72.83,21.17,0.09015151515151514
144.45396,-37.24598,-0.1625
-2.2833,53.5333,-0.05
121.02058512,14.51967355,0
-97.73549055,30.26585335,0.25
81.38,21.14,0
-117.94407,33.93187,0.03333333333333333
150.78706,-34.20191,-0.06
151.18577778,-33.86933333,0
170.53839523,-45.84331958,0
7.54639038,49.45079929,0.6375
-114.615,32.6921,0.5201859907670454
-122.419,37.7793,0.125
-73.56725453,45.75975883,0.03409090909090909
-73.56725453,45.75975883,0
-4.3950117,55.89384165,0.21666666666666667
-1.2415,54.5713,0
-122.675,45.5236111,0
12.35540128,43.07919184,0
120.26666667,14.68333333,0
-105.039,39.7403,0
72.8764,19.0627,0.16666666666666666
77.597645,12.971117,0
21.008333,52.232222,0.30000000000000004
3.42720194,6.42253,0
25.04323303,60.20429124,0.42500000000000004
-117.293,34.1295,0
18.62484373,-33.88921874,-0.5
-118.384,34.0847,0
75.82672,26.924,-0.11875
-97.7475,30.2677,-0.09999999999999998
-0.10226432,51.57558519,0.16666666666666666
73.5092,4.1752,0.35
72.821375,18.9533586,-0.2
100.89245081,12.96275002,0
-74.0064,40.7142,0.25757575757575757
77.5179764,13.0608245,-0.35
-0.8827,41.6503,0
-0.8827,41.6503,0
-0.90136,41.63826,0
-85.21463871,35.01201083,0
-0.1094,51.5141,-0.3194444444444444
-123.06861111,44.05833333,0.4
-122.32108,49.13296,0.28125
3.39583,6.45306,0.054861111111111104
0.68299477,51.53698642,-0.1
73.8567,18.5203,0.7
0.37338294,50.81937006,0
120.8369,15.92623,0
36.903592,-1.270232,0
34.7667,32.0667,0
174.95083333,-41.26138889,0
103.90254033,1.30606011,-0.2916666666666667
77.21945717,28.63186894,0.2857142857142857
-58.5225,-34.8542,0
-0.61128817,51.70562364,0
6.72725973,7.7916905,0.2
99.1167,8.51667,0.5681818181818181
106.86107201,-6.22721904,0
18.45973435,-34.21054734,0
113.4668,-0.8349,0.4333333333333333
121.08025685,14.79378485,0
-3.76468,40.10356,0.03571428571428571
-83.0507,42.3368,0.5
-117.6,34.15,0.15757575757575756
-58.5225,-34.8542,0.3181818181818182
-121.7181,37.9977,0
-4.309626,55.852472,0
-3.76468,40.10356,0
-73.8309,40.7,0.13636363636363635
72.8764,19.0627,0.6
8.76638,45.70172,0
25.83333333,-17.93333333,0
3.35806,6.50917,0.30000000000000004
73.8567,18.5203,0
121.029,14.5569,0.5
-0.60815087,51.71328854,0.1
144.9661,-37.8156,0
10.1797,36.8028,0.5
3.13333,50.95,0.3333333333333333
77.219672,28.631747,0
3.39583,6.45306,0.5
120.34187224,14.65417393,0
-0.60815087,51.71328854,0
103.771,1.44111,0.09375
-0.8827,41.6503,0.4
78.0333,30.3167,0.5
151.14761038,-33.88389201,0.18727272727272729
73.8278,15.4988,0
3.37286385,6.64235227,0
72.83,21.17,0
-6.26174338,53.34411666,0.1787878787878788
-0.12450144,51.50013926,0
-0.10381294,51.57533849,-0.05
3.39583,6.45306,0
-118.2445,34.0564,0.12499999999999999
55.2741,25.1994,-0.2
73.83888889,26.57277778,0.11666666666666665
-0.41666667,51.25,0.34242424242424246
-1.14821207,52.94539299,-0.18181818181818182
121.54570162,25.05387415,0.10606060606060606
5.93249,43.12215,-0.4375
87.85815954,23.24000538,0.5
111.55,2.316667,-0.6
77.2089,28.6139,0.35000000000000003
-2.93629,54.89648,-0.2
-122.419,37.7793,0
-1.15946732,50.65433016,0
84.6689,25.5536,0.8
77.597645,12.971117,-0.1875
-3.06273991,51.72403664,0
174.842,-36.8745,0.4
-0.1094,51.5141,-0.023809523809523808
3.39583,6.45306,0.04999999999999999
87.85815954,23.24000538,0.5
18.46537763,-34.00597745,0
0.096635,51.561533,0
-1.13333,52.6333,0.125
80.99,16.43,0.5
28.1706,-25.8744,0
7.4833,9.0667,0.425
-73.56725453,45.75975883,0.7
-79.7164011,43.7742911,0.06818181818181818
-73.56725453,45.75975883,0.04545454545454545
-73.56725453,45.75975883,0
5.3,6.8,0.2681818181818182
-0.3965671,51.5943617,0
-0.1094,51.5141,0
5.3,6.8,0.1787878787878788
13.37388889,38.11805556,-0.16666666666666666
-3.1867,51.4853,0.6000000000000001
-73.9675,40.7779,-0.2
77.43625786,28.5693682,0.5
3.39583,6.45306,0.125
3.39583,6.45306,0.014814814814814808
7.4833,9.0667,0
-83.535,32.897,0
7.0313,5.4858,0
3.39583,6.45306,0
-0.1094,51.5141,0.5
13.4116,52.4965,-0.08333333333333333
28.1869,-25.7533,0
17.99212167,59.36607167,0
-158.00261856,21.38522728,0.1
-73.9675,40.7779,-0.2
96.12790346,16.82645744,0
18.462,-33.7972,1
101.7109,3.1581,0.15584415584415584
106.78372159,-6.26543222,-0.0625
77.0110092,20.7124805,-0.15625
8,9,0
103.856,1.29306,0.1
4.910523,52.3547262,0
36.81666667,-1.28333333,0.85
144.96334,-35.5293,-0.125
144.96334,-35.5293,-0.125
78.187624,12.993453,0.1
144.96334,-35.5293,-0.125
3.41583333,6.43111111,-0.11875000000000002
87.85815954,23.24000538,0.5
87.85815954,23.24000538,0.5
-71.61849976,10.64498185,0
-1.02515619,50.90310279,-0.4305555555555556
1.1907976,52.69189609,0.1
3.41583333,6.43111111,0.00416666666666667
77.32,28.57,0.14166666666666666
80.1659784,13.0434906,-0.5
-90.18472222,32.29888889,0
140.11315105,35.7361756,-0.06666666666666667
77.219672,28.631747,0.1
139.637256,35.443535,0.225
7.16666667,8.83333333,0.18333333333333335
34.756606,32.015756,0.20833333333333334
77.42,28.67,0.75
3.39583,6.45306,-0.022222222222222237
-74.07805588,40.94769094,0.09999999999999999
-0.16406536,51.58700311,0.16666666666666666
100.2413954,13.73443737,0.35000000000000003
-4.96263989,36.49729342,0
-4.309626,55.852472,0
-73.56725453,45.75975883,0.3866666666666667
